id,pre_id_0,pre_id_1,pre_id_2,pre_id_3,title,icon,simple_desc,accept_desc,desc,finish_type,param_0,param_1,param_2,param_3,accept_show,type,is_open,group,open_level,count_limit,adapt_level,circle,rate,can_drop,publish_npc_id,commit_npc_id,exp,exp_rate,gold,gold_rate,package_id,roll_drop,show_reward_0,show_reward_1,show_reward_2,show_reward_3,show_reward_4,fail_text,pre_text_0,pre_action_0,pre_isnpc_0,pre_text_1,pre_action_1,pre_isnpc_1,pre_text_2,pre_action_2,pre_isnpc_2,pre_text_3,pre_action_3,pre_isnpc_3,pre_text_4,pre_action_4,pre_isnpc_4,finish_text_0,finish_action_0,finish_isnpc_0,finish_text_1,finish_action_1,finish_isnpc_1,finish_text_2,finish_action_2,finish_isnpc_2,finish_text_3,finish_action_3,finish_isnpc_3,finish_text_4,finish_action_4,finish_isnpc_4,AccecptDialogType,get_text_0,get_action_0,get_isnpc_0,get_text_1,get_action_1,get_isnpc_1,get_text_2,get_action_2,get_isnpc_2,get_text_3,get_action_3,get_isnpc_3,get_text_4,get_action_4,get_isnpc_4,animaion_pos,animation_id,other_npc_group
10103,10102,-1,-1,-1,mis_title_10103,target_reward+icon_item_zml_02,mis_sim_10103,"",mis_desc_10103,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10126,0,1.0,0,1.0,2013,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10103_1,-1,36213,mis_pre_10103_2,-1,36211,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10103_1,-1,36213,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10103_1,-1,36211,mis_get_10103_2,-1,0,mis_get_10103_3,-1,36211,"",-1,-1,"",-1,-1,-1,-1,10150
10104,10103,-1,-1,-1,mis_title_10104,target_reward+icon_item_zml_02,mis_sim_10104,"",mis_desc_10104,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10111,0,1.0,0,1.0,2014,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10104_1,-1,0,mis_pre_10104_2,-1,36203,mis_pre_10104_3,-1,36212,mis_pre_10104_4,-1,36242,mis_pre_10104_5,-1,36213,mis_fin_10104_1,-1,0,mis_fin_10104_2,-1,36212,mis_fin_10104_3,-1,36212,mis_fin_10104_4,-1,36212,"",-1,-1,2,mis_get_10104_1,-1,36203,mis_get_10104_2,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10151
10105,10104,-1,-1,-1,mis_title_10105,target_reward+icon_item_zml_02,mis_sim_10105,"",mis_desc_10105,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10112,0,1.0,0,1.0,2015,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10105_1,-1,36214,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10105_1,-1,36214,mis_fin_10105_2,-1,36203,mis_fin_10105_3,-1,36242,"",-1,-1,"",-1,-1,2,mis_get_10105_1,-1,36214,mis_get_10105_2,-1,36212,mis_get_10105_3,-1,36214,mis_get_10105_4,-1,0,"",-1,-1,-1,-1,10155
10106,10105,-1,-1,-1,mis_title_10106,target_reward+icon_item_zml_02,mis_sim_10106,"",mis_desc_10106,7,10113,504,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2016,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10106_1,-1,36212,mis_pre_10106_2,-1,36216,mis_pre_10106_3,-1,36214,mis_pre_10106_4,-1,36242,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10106_1,-1,36212,mis_get_10106_2,-1,36242,mis_get_10106_3,-1,36203,mis_get_10106_4,-1,36213,mis_get_10106_5,-1,0,-1,-1,10157
10107,10106,-1,-1,-1,mis_title_10107,target_reward+icon_item_zml_02,mis_sim_10107,"",mis_desc_10107,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10114,0,1.0,0,1.0,2017,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10107_1,-1,36212,mis_pre_10107_2,-1,36211,mis_pre_10107_3,-1,36212,"",-1,-1,"",-1,-1,mis_fin_10107_1,-1,36212,mis_fin_10107_2,-1,36212,mis_fin_10107_3,-1,36212,mis_fin_10107_4,-1,36212,mis_fin_10107_5,-1,36211,2,mis_get_10107_1,-1,0,mis_get_10107_2,-1,36211,mis_get_10107_3,-1,0,mis_get_10107_4,-1,36211,"",-1,-1,-1,-1,10161
10108,10107,-1,-1,-1,mis_title_10108,target_reward+icon_item_zml_02,mis_sim_10108,"",mis_desc_10108,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10127,0,1.0,0,1.0,2018,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10108_1,-1,0,mis_pre_10108_2,-1,36212,mis_pre_10108_3,-1,36212,mis_pre_10108_4,-1,0,"",-1,-1,mis_fin_10108_1,-1,36211,mis_fin_10108_2,-1,36242,mis_fin_10108_3,-1,36214,mis_fin_10108_4,-1,36213,mis_fin_10108_5,-1,36203,2,mis_get_10108_1,-1,36211,mis_get_10108_2,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10165
10109,-1,20107,-1,-1,mis_title_10109,target_reward+icon_item_zml_02,mis_sim_10109,"",mis_desc_10109,6,15,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,109,0,1.0,0,1.0,-1,-1,29910008,29910001,-1,-1,-1,mis_fail_10109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10109_1,-1,36120,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
10151,10065,-1,-1,-1,mis_title_10151,target_reward+icon_item_zml_02,mis_sim_10151,"",mis_desc_10151,7,10327,524,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2511,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10151_1,-1,36287,mis_pre_10151_2,-1,36289,mis_pre_10151_3,-1,36287,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10151_1,-1,36287,mis_get_10151_2,-1,36288,mis_get_10151_3,-1,36287,mis_get_10151_4,-1,36288,mis_get_10151_5,-1,36289,-1,-1,10382
10152,10151,-1,-1,-1,mis_title_10152,target_reward+icon_item_zml_02,mis_sim_10152,"",mis_desc_10152,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10328,0,1.0,0,1.0,2512,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10152_1,-1,36287,mis_pre_10152_2,-1,36289,mis_pre_10152_3,-1,36287,mis_pre_10152_4,-1,36289,"",-1,-1,mis_fin_10152_1,-1,36287,mis_fin_10152_2,-1,36288,mis_fin_10152_3,-1,0,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10384
10153,10152,-1,-1,-1,mis_title_10153,target_reward+icon_item_zml_02,mis_sim_10153,"",mis_desc_10153,7,10329,525,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2513,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10153_1,-1,0,mis_pre_10153_2,-1,36288,mis_pre_10153_3,-1,36290,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10153_1,-1,36287,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10386
10154,10153,-1,-1,-1,mis_title_10154,target_reward+icon_item_zml_02,mis_sim_10154,"",mis_desc_10154,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10330,0,1.0,0,1.0,2514,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10154_1,-1,36287,mis_pre_10154_2,-1,36290,mis_pre_10154_3,-1,36289,"",-1,-1,"",-1,-1,mis_fin_10154_1,-1,36287,mis_fin_10154_2,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10388
10155,10154,-1,-1,-1,mis_title_10155,target_reward+icon_item_zml_02,mis_sim_10155,"",mis_desc_10155,7,10331,526,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2515,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10155_1,-1,36289,mis_pre_10155_2,-1,36287,mis_pre_10155_3,-1,36289,mis_pre_10155_4,-1,36287,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10155_1,-1,36290,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10391
10156,10155,-1,-1,-1,mis_title_10156,target_reward+icon_item_zml_02,mis_sim_10156,"",mis_desc_10156,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10332,0,1.0,0,1.0,2516,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10156_1,-1,36289,mis_pre_10156_2,-1,36287,mis_pre_10156_3,-1,36289,mis_pre_10156_4,-1,36287,mis_pre_10156_5,-1,36289,mis_fin_10156_1,-1,36287,mis_fin_10156_2,-1,0,mis_fin_10156_3,-1,36289,mis_fin_10156_4,-1,36288,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10395
10157,-1,-1,-1,40156,mis_title_10157,target_reward+icon_item_zml_02,mis_sim_10157,"",mis_desc_10157,6,15,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,-1,-1,29910008,29910001,-1,-1,-1,mis_fail_10157,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10157_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
10201,10109,-1,-1,-1,mis_title_10201,target_reward+icon_item_zml_02,mis_sim_10201,"",mis_desc_10201,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10101,0,1.0,0,1.0,2021,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10201_1,-1,0,mis_pre_10201_2,-1,36222,mis_pre_10201_3,-1,36221,mis_pre_10201_4,-1,36222,mis_pre_10201_5,-1,36222,mis_fin_10201_1,-1,36242,mis_fin_10201_2,-1,36222,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10201_1,-1,36203,mis_get_10201_2,-1,36222,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10170
10202,10201,-1,-1,-1,mis_title_10202,target_reward+icon_item_zml_02,mis_sim_10202,"",mis_desc_10202,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10102,0,1.0,0,1.0,2022,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10202_1,-1,36222,mis_pre_10202_2,-1,36222,mis_pre_10202_3,-1,36222,mis_pre_10202_4,-1,0,mis_pre_10202_5,-1,36222,mis_fin_10202_1,-1,36222,mis_fin_10202_2,-1,36222,mis_fin_10202_3,-1,36222,mis_fin_10202_4,-1,36221,"",-1,-1,2,mis_get_10202_1,-1,36203,mis_get_10202_2,-1,36242,mis_get_10202_3,-1,36203,mis_get_10202_4,-1,0,mis_get_10202_5,-1,36223,-1,-1,10172
10203,10202,-1,-1,-1,mis_title_10203,target_reward+icon_item_zml_02,mis_sim_10203,"",mis_desc_10203,7,10103,505,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2023,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10203_1,-1,36222,mis_pre_10203_2,-1,36221,mis_pre_10203_3,-1,36222,mis_pre_10203_4,-1,36221,mis_pre_10203_5,-1,36222,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10203_1,-1,36221,mis_get_10203_2,-1,0,mis_get_10203_3,-1,36242,mis_get_10203_4,-1,36213,mis_get_10203_5,-1,36242,-1,-1,10174
10204,10203,-1,-1,-1,mis_title_10204,target_reward+icon_item_zml_02,mis_sim_10204,"",mis_desc_10204,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10128,0,1.0,0,1.0,2024,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10204_1,-1,36223,mis_pre_10204_2,-1,36214,mis_pre_10204_3,-1,0,"",-1,-1,"",-1,-1,mis_fin_10204_1,-1,36223,mis_fin_10204_2,-1,36221,mis_fin_10204_3,-1,0,"",-1,-1,"",-1,-1,2,mis_get_10204_1,-1,36214,mis_get_10204_2,-1,36221,mis_get_10204_3,-1,0,"",-1,-1,"",-1,-1,-1,-1,10179
10205,10204,-1,-1,-1,mis_title_10205,target_reward+icon_item_zml_02,mis_sim_10205,"",mis_desc_10205,7,10104,506,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2025,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10205_1,-1,36225,mis_pre_10205_2,-1,36221,mis_pre_10205_3,-1,36242,mis_pre_10205_4,-1,36203,mis_pre_10205_5,-1,36214,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10205_1,-1,36227,mis_get_10205_2,-1,36221,mis_get_10205_3,-1,36228,mis_get_10205_4,-1,36227,"",-1,-1,-1,-1,10183
10206,10205,-1,-1,-1,mis_title_10206,target_reward+icon_item_zml_02,mis_sim_10206,"",mis_desc_10206,7,10105,507,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2026,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10206_1,-1,36228,mis_pre_10206_2,-1,36227,mis_pre_10206_3,-1,36221,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10206_1,-1,36227,mis_get_10206_2,-1,36227,mis_get_10206_3,-1,36227,mis_get_10206_4,-1,36226,"",-1,-1,-1,-1,10187
10207,10206,-1,-1,-1,mis_title_10207,target_reward+icon_item_zml_02,mis_sim_10207,"",mis_desc_10207,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10129,0,1.0,0,1.0,2027,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10207_1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10207_1,-1,36221,mis_fin_10207_2,-1,36222,mis_fin_10207_3,-1,36221,"",-1,-1,"",-1,-1,2,mis_get_10207_1,-1,0,mis_get_10207_2,-1,36242,mis_get_10207_3,-1,36221,"",-1,-1,"",-1,-1,-1,-1,10190
10208,-1,20207,-1,-1,mis_title_10208,target_reward+icon_item_zml_02,mis_sim_10208,"",mis_desc_10208,6,20,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,109,0,1.0,0,1.0,-1,-1,29910008,29910001,-1,-1,-1,mis_fail_10208,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10208_1,-1,36120,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
10251,10157,-1,-1,-1,mis_title_10251,target_reward+icon_item_zml_02,mis_sim_10251,"",mis_desc_10251,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10333,0,1.0,0,1.0,2521,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10251_1,-1,36296,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10251_1,-1,36295,mis_fin_10251_2,-1,36296,mis_fin_10251_3,-1,36295,mis_fin_10251_4,-1,36296,"",-1,-1,2,mis_get_10251_1,-1,36295,mis_get_10251_2,-1,0,mis_get_10251_3,-1,36296,"",-1,-1,"",-1,-1,-1,-1,10398
10252,10251,-1,-1,-1,mis_title_10252,target_reward+icon_item_zml_02,mis_sim_10252,"",mis_desc_10252,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10334,0,1.0,0,1.0,2522,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10252_1,-1,36295,mis_pre_10252_2,-1,36296,mis_pre_10252_3,-1,36295,mis_pre_10252_4,-1,36296,mis_pre_10252_5,-1,36295,mis_fin_10252_1,-1,0,mis_fin_10252_2,-1,36296,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10252_1,-1,36295,mis_get_10252_2,-1,36296,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10399
10253,10252,-1,-1,-1,mis_title_10253,target_reward+icon_item_zml_02,mis_sim_10253,"",mis_desc_10253,7,10335,527,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,0,1.0,2523,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10253_1,-1,36295,mis_pre_10253_2,-1,36296,mis_pre_10253_3,-1,0,mis_pre_10253_4,-1,36296,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10253_1,-1,36294,mis_get_10253_2,-1,36297,mis_get_10253_3,-1,36294,"",-1,-1,"",-1,-1,-1,-1,10400
10254,10253,-1,-1,-1,mis_title_10254,target_reward+icon_item_zml_02,mis_sim_10254,"",mis_desc_10254,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10336,0,1.0,0,1.0,2524,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10254_1,-1,36295,mis_pre_10254_2,-1,36294,mis_pre_10254_3,-1,36297,"",-1,-1,"",-1,-1,mis_fin_10254_1,-1,36296,mis_fin_10254_2,-1,36296,mis_fin_10254_3,-1,36296,"",-1,-1,"",-1,-1,2,mis_get_10254_1,-1,36295,mis_get_10254_2,-1,36297,mis_get_10254_3,-1,0,"",-1,-1,"",-1,-1,-1,-1,10403
10255,10254,-1,-1,-1,mis_title_10255,target_reward+icon_item_zml_02,mis_sim_10255,"",mis_desc_10255,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10337,0,1.0,0,1.0,2525,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10255_1,-1,0,mis_pre_10255_2,-1,36295,mis_pre_10255_3,-1,36296,mis_pre_10255_4,-1,36297,"",-1,-1,mis_fin_10255_1,-1,0,mis_fin_10255_2,-1,36296,mis_fin_10255_3,-1,36297,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10406
10256,-1,20257,-1,-1,mis_title_10256,target_reward+icon_item_zml_02,mis_sim_10256,"",mis_desc_10256,6,20,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,-1,-1,29910008,29910001,-1,-1,-1,mis_fail_10256,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10256_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
10301,10208,-1,-1,-1,mis_title_10301,target_reward+icon_item_zml_02,mis_sim_10301,"",mis_desc_10301,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10115,0,1.0,2400,1.0,2031,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10301_1,-1,36232,mis_pre_10301_2,-1,36231,mis_pre_10301_3,-1,36232,mis_pre_10301_4,-1,36223,"",-1,-1,mis_fin_10301_1,-1,36232,mis_fin_10301_2,-1,36223,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10301_1,-1,36231,mis_get_10301_2,-1,36232,mis_get_10301_3,-1,36223,mis_get_10301_4,-1,36232,"",-1,-1,-1,-1,10194
10302,10301,-1,-1,-1,mis_title_10302,target_reward+icon_item_zml_02,mis_sim_10302,"",mis_desc_10302,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10116,0,1.0,2400,1.0,2032,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10302_1,-1,36242,mis_pre_10302_2,-1,36203,mis_pre_10302_3,-1,36242,"",-1,-1,"",-1,-1,mis_fin_10302_1,-1,36213,mis_fin_10302_2,-1,36231,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10302_1,-1,0,mis_get_10302_2,-1,36231,mis_get_10302_3,-1,36234,"",-1,-1,"",-1,-1,-1,-1,10196
10303,10302,-1,-1,-1,mis_title_10303,target_reward+icon_item_zml_02,mis_sim_10303,"",mis_desc_10303,7,10117,508,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,24000,1.0,2033,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10303_1,-1,36231,mis_pre_10303_2,-1,36234,mis_pre_10303_3,-1,36234,mis_pre_10303_4,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10303_1,-1,36231,mis_get_10303_2,-1,0,mis_get_10303_3,-1,36223,"",-1,-1,"",-1,-1,-1,-1,10201
10304,10303,-1,-1,-1,mis_title_10304,target_reward+icon_item_zml_02,mis_sim_10304,"",mis_desc_10304,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10130,0,1.0,2400,1.0,2034,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10304_1,-1,36223,mis_pre_10304_2,-1,36233,mis_pre_10304_3,-1,36213,mis_pre_10304_4,-1,36233,"",-1,-1,mis_fin_10304_1,-1,36233,mis_fin_10304_2,-1,36231,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10304_1,-1,36214,mis_get_10304_2,-1,36231,mis_get_10304_3,-1,0,"",-1,-1,"",-1,-1,-1,-1,10202
10305,10304,-1,-1,-1,mis_title_10305,target_reward+icon_item_zml_02,mis_sim_10305,"",mis_desc_10305,7,10118,509,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,24000,1.0,2035,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10305_1,-1,36234,mis_pre_10305_2,-1,36231,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10305_1,-1,36234,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,10205
10306,10305,-1,-1,-1,mis_title_10306,target_reward+icon_item_zml_02,mis_sim_10306,"",mis_desc_10306,0,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,10131,0,1.0,2400,1.0,2036,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10306_1,-1,36233,mis_pre_10306_2,-1,36242,mis_pre_10306_3,-1,36231,mis_pre_10306_4,-1,36242,"",-1,-1,mis_fin_10306_1,-1,36233,mis_fin_10306_2,-1,36223,mis_fin_10306_3,-1,36233,mis_fin_10306_4,-1,36203,mis_fin_10306_5,-1,36233,2,mis_get_10306_1,-1,36231,mis_get_10306_2,-1,0,mis_get_10306_3,-1,36223,mis_get_10306_4,-1,36242,"",-1,-1,-1,-1,10207
10307,-1,-1,30306,-1,mis_title_10307,target_reward+icon_item_zml_02,mis_sim_10307,"",mis_desc_10307,6,25,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,109,0,1.0,0,1.0,-1,-1,29910008,29910001,-1,-1,-1,mis_fail_10307,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_10307_1,-1,36120,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
10351,10256,-1,-1,-1,mis_title_10351,target_reward+icon_item_zml_02,mis_sim_10351,"",mis_desc_10351,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10338,0,1.0,2400,1.0,2531,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10351_1,-1,36300,mis_pre_10351_2,-1,36299,mis_pre_10351_3,-1,36300,mis_pre_10351_4,-1,36299,"",-1,-1,mis_fin_10351_1,-1,36300,mis_fin_10351_2,-1,36299,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10351_1,-1,36300,mis_get_10351_2,-1,36301,mis_get_10351_3,-1,36300,mis_get_10351_4,-1,0,"",-1,-1,-1,-1,10408
10352,10351,-1,-1,-1,mis_title_10352,target_reward+icon_item_zml_02,mis_sim_10352,"",mis_desc_10352,7,10339,528,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1.0,24000,1.0,2532,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10352_1,-1,36299,mis_pre_10352_2,-1,36300,mis_pre_10352_3,-1,36299,mis_pre_10352_4,-1,36300,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10352_1,-1,36299,mis_get_10352_2,-1,0,mis_get_10352_3,-1,36299,mis_get_10352_4,-1,36301,mis_get_10352_5,-1,36299,-1,-1,10409
10353,10352,-1,-1,-1,mis_title_10353,target_reward+icon_item_zml_02,mis_sim_10353,"",mis_desc_10353,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10340,0,1.0,2400,1.0,2533,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10353_1,-1,36300,mis_pre_10353_2,-1,36299,mis_pre_10353_3,-1,36300,mis_pre_10353_4,-1,36299,mis_pre_10353_5,-1,36301,mis_fin_10353_1,-1,36299,mis_fin_10353_2,-1,36300,mis_fin_10353_3,-1,36299,mis_fin_10353_4,-1,36300,"",-1,-1,2,mis_get_10353_1,-1,0,mis_get_10353_2,-1,36301,mis_get_10353_3,-1,36300,mis_get_10353_4,-1,36301,"",-1,-1,-1,-1,10411
10354,10353,-1,-1,-1,mis_title_10354,target_reward+icon_item_zml_02,mis_sim_10354,"",mis_desc_10354,0,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,10341,0,1.0,2400,1.0,2534,-1,29910008,29910001,-1,-1,-1,"",mis_pre_10354_1,-1,36302,mis_pre_10354_2,-1,36300,mis_pre_10354_3,-1,36301,mis_pre_10354_4,-1,36300,"",-1,-1,mis_fin_10354_1,-1,36302,mis_fin_10354_2,-1,36300,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_10354_1,-1,36300,mis_get_10354_2,-1,36301,mis_get_10354_3,-1,0,"",-1,-1,"",-1,-1,-1,-1,10413
