id,name,note,description,,client_res_id,monster_class,icon,resource,scale,radius,life_time,npc_type,monster_type,rage_time,level,attack_type,display_type,adapt_group,,,,,,,,,,,,,,,exp_drop,gold_drop,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill,ai_strategy,skill_ids_0,skill_ids_1,skill_ids_2,skill_ids_3,skill_ids_4,skill_ids_5,skill_ids_6,skill_ids_7,skill_ids_8,skill_ids_9,MainWeapon,ViceWeapon,Helmet,Shoulder,Chest,Manteau,Arm,Shoe
30066,monster_name_30066,沐丝,"","",10026,30060,player_head_ka+player_head_ka_musi,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1000,100,100,50,50,10,6,6,6,4000,4000,-1,-1,200260,200261,200262,200263,200264,-1,-1,-1,-1,-1,"","","","","","","",""
30067,monster_name_30067,亡灵哨兵埃兰德,"","",30136,30066,monster_head_20+monster_head_huochuizhongshi,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,400,10,10,2,2,6,6,6,6,4000,4000,-1,-1,210760,210761,210762,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30068,monster_name_30068,劣人,"","",10013,30068,player_head_ka+player_head_ka_leiren,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,400,10,10,2,2,6,6,6,6,4000,4000,-1,-1,200130,200131,200132,200133,200134,-1,-1,-1,-1,-1,"","","","","","","",""
30069,monster_name_30069,呆贼,"","",10033,30069,player_head_ka+player_head_ka_daizei,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,200330,200331,200332,200333,200334,-1,-1,-1,-1,-1,"","","","","","","",""
30070,monster_name_30070,神棍德,"","",10019,30069,player_head_ka+player_head_ka_shengunde,NULL,1.0,1.0,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,200190,200191,200192,200193,200194,200195,-1,-1,-1,-1,"","","","","","","",""
30071,monster_name_30071,法丝,"","",10017,30069,monster_head_10+monster_head_wangling,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,200170,200171,200172,200173,200174,-1,-1,-1,-1,-1,"","","","","","","",""
30072,monster_name_30072,方砖,"","",30002,30069,monster_head_10+monster_head_aofashi,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30073,monster_name_30073,暗夜男,"","",10005,30061,player_head_ka+player_head_ka_anyenan,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,200050,200051,200052,200053,200054,-1,-1,-1,-1,-1,res/model/anyenan_t1.model+rightweapon,"","","","","","",""
30074,monster_name_30074,暗夜男,"","",10005,30061,player_head_ka+player_head_ka_anyenan,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,200050,200051,200052,200053,200054,-1,-1,-1,-1,-1,res/model/anyenan_t1.model+rightweapon,"","","","","","",""
30075,monster_name_30075,图加·符文图腾,"","",30008,30075,monster_head_10+monster_head_tiequannanshi,NULL,1.0,1.0,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1200,20,20,2,2,6,6,6,6,4000,4000,-1,-1,210070,210071,210073,210074,210079,210085,210086,-1,-1,-1,"","","","","","","",""
30076,monster_name_30076,纳拉雷克斯,"","",30006,30076,monster_head_10+monster_head_pisasi,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,"","","","","","","",""
30077,monster_name_30077,厄布鲁,"","",30007,30077,monster_head_10+monster_head_tailande,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,600,12,12,2,2,6,6,6,6,4000,4000,-1,-1,210060,210061,210062,210063,210064,-1,-1,-1,-1,-1,"","","","","","","",""
30078,monster_name_30078,哈缪尔·符文图腾,"","",30008,30078,monster_head_10+monster_head_tiequannanshi,NULL,1.0,1.0,0,1,1,0,1,1,-1,-1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1200,20,20,2,2,6,6,6,6,4000,4000,-1,-1,210070,210071,210073,210074,210079,210085,210086,-1,-1,-1,"","","","","","","",""
30101,monster_name_30101,迪菲亚暴徒,"","",30144,30101,player_head_ka+player_head_ka_huizhang,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30102,monster_name_30102,迪菲亚小偷,"","",30036,30102,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,7,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,14,12,12,12,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,res/model/daizei_20.model+rightweapon,"","","","","","",""
30103,monster_name_30103,迪菲亚强盗,"","",30145,30103,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,4,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,38,38,2,1,12,12,12,12,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30104,monster_name_30104,迪菲亚流浪巫师,"","",30005,30104,monster_head_10+monster_head_feidiyafashi,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,1,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30105,monster_name_30105,森林熊幼崽,"","",30011,30105,monster_head_10+monster_head_xiong,NULL,0.6,0.6,0,1,1,0,1,1,-1,-1,1,1,3,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,81,38,38,1,1,12,12,12,12,4000,4000,-1,-1,210100,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30106,monster_name_30106,森林灰狼,"","",30012,30106,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,1,1,-1,-1,1,1,2,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30107,monster_name_30107,迪菲亚码头工人,"","",30074,30107,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,4,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,38,38,2,1,12,12,12,12,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30108,monster_name_30108,迪菲亚码头主管,"","",30079,30108,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210361,210363,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30109,monster_name_30109,鱼人强盗,"","",30040,30109,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,2,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210405,210408,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30110,monster_name_30110,鱼人潜伏者,"","",30041,30110,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,7,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,14,12,12,12,4000,4000,-1,-1,210400,210402,210410,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30111,monster_name_30111,河爪豺狼人前锋,"","",30135,30111,monster_head_10+monster_head_chailangren,NULL,1.0,0.5,0,1,1,0,1,1,-1,-1,1,1,4,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,38,38,2,1,12,12,12,12,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30112,monster_name_30112,矮小的河爪豺狼人,"","",30135,30112,monster_head_10+monster_head_chailangren,NULL,0.8,0.5,0,1,1,0,1,1,-1,-1,1,1,2,0.5,1.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50,5,8,5,5,5,5,68,41,41,1,1,12,12,14,12,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30113,monster_name_30113,迪菲亚暴徒,"","",30144,30101,player_head_ka+player_head_ka_huizhang,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,2,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30114,monster_name_30114,迪菲亚小偷,"","",30036,30102,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,7,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,29,24,24,24,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,res/model/daizei_20.model+rightweapon,"","","","","","",""
30115,monster_name_30115,迪菲亚强盗,"","",30145,30103,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,4,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,55,55,5,3,24,24,24,24,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30116,monster_name_30116,迪菲亚流浪巫师,"","",30005,30104,monster_head_10+monster_head_feidiyafashi,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,1,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30117,monster_name_30117,森林熊幼崽,"","",30011,30105,monster_head_10+monster_head_xiong,NULL,0.6,0.6,0,1,1,0,3,1,-1,-1,3,1,3,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,117,55,55,3,3,24,24,24,24,4000,4000,-1,-1,210100,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30118,monster_name_30118,森林灰狼,"","",30012,30106,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,3,1,-1,-1,3,1,2,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30119,monster_name_30119,迪菲亚码头工人,"","",30074,30107,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,4,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,55,55,5,3,24,24,24,24,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30120,monster_name_30120,迪菲亚码头主管,"","",30079,30108,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,2,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210361,210363,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30121,monster_name_30121,鱼人强盗,"","",30040,30109,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,2,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210405,210408,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30122,monster_name_30122,鱼人潜伏者,"","",30041,30110,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,7,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,29,24,24,24,4000,4000,-1,-1,210400,210402,210410,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30123,monster_name_30123,河爪豺狼人前锋,"","",30135,30111,monster_head_10+monster_head_chailangren,NULL,1.0,0.5,0,1,1,0,3,1,-1,-1,3,1,4,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,55,55,5,3,24,24,24,24,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30124,monster_name_30124,矮小的河爪豺狼人,"","",30135,30112,monster_head_10+monster_head_chailangren,NULL,0.8,0.5,0,1,1,0,3,1,-1,-1,3,1,2,0.5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,60,6,14,9,9,9,9,98,59,59,3,3,24,24,29,24,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30125,monster_name_30125,迪菲亚暴徒,"","",30144,30101,player_head_ka+player_head_ka_huizhang,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,2,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30126,monster_name_30126,迪菲亚小偷,"","",30036,30102,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,7,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,43,36,36,36,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,res/model/daizei_20.model+rightweapon,"","","","","","",""
30127,monster_name_30127,迪菲亚强盗,"","",30145,30103,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,4,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,82,82,10,7,36,36,36,36,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30128,monster_name_30128,迪菲亚流浪巫师,"","",30005,30104,monster_head_10+monster_head_feidiyafashi,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,1,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30129,monster_name_30129,森林熊幼崽,"","",30011,30105,monster_head_10+monster_head_xiong,NULL,0.6,0.9,0,1,1,0,5,1,-1,-1,5,1,3,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,176,82,82,7,7,36,36,36,36,4000,4000,-1,-1,210100,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30130,monster_name_30130,森林灰狼,"","",30012,30106,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,5,1,-1,-1,5,1,2,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30131,monster_name_30131,迪菲亚码头工人,"","",30074,30107,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,4,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,82,82,10,7,36,36,36,36,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30132,monster_name_30132,迪菲亚码头主管,"","",30079,30108,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,2,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210361,210363,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30133,monster_name_30133,鱼人强盗,"","",30040,30109,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,2,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210405,210408,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30134,monster_name_30134,鱼人潜伏者,"","",30041,30110,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,7,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,43,36,36,36,4000,4000,-1,-1,210400,210402,210410,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30135,monster_name_30135,河爪豺狼人前锋,"","",30135,30111,monster_head_10+monster_head_chailangren,NULL,1.0,0.5,0,1,1,0,5,1,-1,-1,5,1,4,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,82,82,10,7,36,36,36,36,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30136,monster_name_30136,矮小的河爪豺狼人,"","",30135,30112,monster_head_10+monster_head_chailangren,NULL,0.8,0.5,0,1,1,0,5,1,-1,-1,5,1,2,0.5,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,70,7,21,14,14,14,14,146,88,88,7,7,36,36,43,36,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30137,monster_name_30137,迪菲亚暴徒,"","",30144,30101,player_head_ka+player_head_ka_huizhang,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,2,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30138,monster_name_30138,迪菲亚小偷,"","",30036,30102,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,7,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,58,48,48,48,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,res/model/daizei_20.model+rightweapon,"","","","","","",""
30139,monster_name_30139,迪菲亚强盗,"","",30145,30103,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,4,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,99,99,16,11,48,48,48,48,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30140,monster_name_30140,迪菲亚流浪巫师,"","",30005,30104,monster_head_10+monster_head_feidiyafashi,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,1,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30141,monster_name_30141,森林熊幼崽,"","",30011,30105,monster_head_10+monster_head_xiong,NULL,0.6,0.9,0,1,1,0,7,1,-1,-1,7,1,3,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,212,99,99,11,11,48,48,48,48,4000,4000,-1,-1,210100,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30142,monster_name_30142,森林灰狼,"","",30012,30106,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,7,1,-1,-1,7,1,2,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30143,monster_name_30143,迪菲亚码头工人,"","",30074,30107,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,4,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,99,99,16,11,48,48,48,48,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30144,monster_name_30144,迪菲亚码头主管,"","",30079,30108,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,2,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210361,210363,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30145,monster_name_30145,鱼人强盗,"","",30040,30109,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,2,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210405,210408,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30146,monster_name_30146,鱼人潜伏者,"","",30041,30110,monster_head_10+monster_head_xiaoyuren,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,7,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,58,48,48,48,4000,4000,-1,-1,210400,210402,210410,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30147,monster_name_30147,河爪豺狼人前锋,"","",30135,30111,monster_head_10+monster_head_chailangren,NULL,1.0,0.5,0,1,1,0,7,1,-1,-1,7,1,4,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,99,99,16,11,48,48,48,48,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30148,monster_name_30148,矮小的河爪豺狼人,"","",30135,30112,monster_head_10+monster_head_chailangren,NULL,0.8,0.5,0,1,1,0,7,1,-1,-1,7,1,2,0.5,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,80,8,27,18,18,18,18,176,106,106,11,11,48,48,58,48,4000,4000,-1,-1,210750,210752,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30149,monster_name_30149,迪菲亚暴徒,"","",30144,30101,player_head_ka+player_head_ka_huizhang,NULL,1.0,0.5,0,1,1,0,9,1,-1,-1,9,1,2,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,90,9,33,22,22,22,22,206,124,124,16,16,60,60,72,60,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/tongniu_20.model+rightweapon,"","","","","","",""
30150,monster_name_30150,迪菲亚小偷,"","",30036,30102,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,9,1,-1,-1,9,1,7,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,90,9,33,22,22,22,22,206,124,124,16,16,72,60,60,60,4000,4000,-1,-1,210360,210362,-1,-1,-1,-1,-1,-1,-1,-1,res/model/daizei_20.model+rightweapon,"","","","","","",""
